20-03331925-9;799218;IB;12110;01/01/2019;;N;N;;
20-03334558-6;249254;IB;282500;01/01/2019;;N;N;;
20-03334558-6;249254;IB;331290;01/01/2019;;N;N;;
20-03334558-6;249254;IB;681098;01/01/2019;;N;N;;
20-03334612-4;343234;IB;12110;01/01/2019;;A;N;;
20-03334612-4;343234;IB;14113;01/09/2019;;A;N;;
20-03334727-9;722812;IB;110212;01/01/2019;;N;N;;
20-03334727-9;722812;IB;12110;01/01/2019;;N;N;;
20-03334983-2;99163;IB;12110;01/01/2019;;A;N;;
20-03334983-2;99163;IB;681098;01/01/2019;;A;N;;
20-03335004-0;496413;IB;475230;01/01/2019;;N;S;01/01/2022;
20-03338080-2;67693;IB;110212;01/01/2019;;A;N;;
20-03338080-2;67693;IB;12110;01/01/2019;;A;N;;
20-03339284-3;118699;IB;12320;01/01/2019;;N;N;;
20-03340405-1;2524;IB;11329;01/01/2019;;N;S;01/10/2015;
20-03340405-1;2524;IB;681098;01/01/2019;;N;S;01/10/2015;
20-03340976-2;5034572;CM;492250;01/01/2019;;N;N;;
20-03340976-2;5034572;CM;492291;01/01/2019;;N;N;;
20-03340976-2;5034572;CM;492299;01/01/2019;;N;N;;
20-03341032-9;799451;IB;12110;01/01/2019;;N;N;;
20-03341159-7;308625;IB;110212;01/01/2019;;N;N;;
20-03341159-7;308625;IB;12110;01/01/2019;;N;N;;
20-03341222-4;280879;IB;12110;01/02/2019;;N;S;01/07/2024;
20-03341222-4;280879;IB;477490;01/01/2019;;N;S;01/07/2024;
20-03342144-4;445929;IB;110212;01/04/2020;;A;N;;
20-03342144-4;445929;IB;12110;01/01/2019;;A;N;;
20-03342144-4;445929;IB;16111;01/12/2019;;A;N;;
20-03342756-6;331929;IB;107121;01/01/2019;;N;N;;
20-03342756-6;331929;IB;472171;01/01/2019;;N;N;;
20-03343748-0;727871;IB;682099;01/01/2019;;N;S;01/04/2022;
20-03344044-9;707407;IB;681098;01/01/2019;;N;N;;
20-03344106-2;482482;IB;12110;01/01/2019;;N;N;;
20-03344577-7;289353;IB;12110;01/01/2019;;A;N;;
20-03345205-6;6737;IB;681098;01/01/2019;;N;N;;
20-03346359-7;488305;IB;222010;01/01/2019;;N;N;;
20-03346359-7;488305;IB;222090;01/01/2019;;N;N;;
20-03346482-8;659118;IB;110212;01/01/2019;;N;S;01/04/2021;
20-03346482-8;659118;IB;12110;01/01/2019;;N;S;01/04/2021;
20-03347275-8;495174;IB;472120;01/01/2019;;N;S;01/01/2022;
20-03347284-7;33287;IB;681098;01/01/2019;;N;S;01/10/2015;
20-03347510-2;581267;IB;110212;01/01/2019;;N;N;;
20-03347510-2;581267;IB;12110;01/01/2019;;N;N;;
20-03347654-0;183458;IB;259993;01/01/2019;;N;N;;
20-03347654-0;183458;IB;331290;01/01/2019;;N;N;;
20-03348299-0;799850;IB;12110;01/01/2019;;N;N;;
20-03348607-4;495107;IB;475110;01/01/2019;;N;S;01/10/2022;
20-03349143-4;496451;IB;110212;01/01/2019;;A;N;;
20-03349143-4;496451;IB;12110;01/01/2019;;A;N;;
20-03349477-8;318515;IB;12110;01/01/2019;;N;N;;
20-03350277-0;47686;IB;681098;01/01/2019;;N;N;;
20-03351037-4;54305;IB;464223;01/01/2019;;N;N;;
20-03351207-5;688699;IB;12110;01/01/2019;;N;N;;
20-03351691-7;387067;IB;12110;01/01/2019;;N;N;;
20-03352011-6;107694;IB;681098;01/01/2019;;N;S;01/01/2020;
20-03352097-3;115576;IB;472120;01/01/2019;;N;N;;
20-03352117-1;321923;IB;12110;01/01/2019;;N;N;;
20-03352263-1;503118;IB;110212;01/01/2019;;N;N;;
20-03352263-1;503118;IB;12110;01/01/2019;;N;N;;
20-03352263-1;503118;IB;12320;01/01/2019;;N;N;;
20-03352263-1;503118;IB;471120;01/01/2019;;N;N;;
20-03352263-1;503118;IB;472130;01/01/2019;;N;N;;
20-03352263-1;5047031;CM;492250;01/01/2019;;N;N;;
20-03352263-1;5047031;CM;492291;01/01/2019;;N;N;;
20-03352263-1;5047031;CM;492299;01/01/2019;;N;N;;
20-03354048-6;602181;IB;12110;01/01/2019;;N;N;;
20-03354125-3;799951;IB;12110;01/01/2019;;N;N;;
20-03354210-1;795974;IB;681098;01/01/2019;;N;S;01/04/2020;
20-03354543-7;158652;IB;251102;01/01/2019;;N;S;01/04/2022;
20-03354725-1;9581;IB;453291;01/01/2019;;N;S;01/04/2022;
20-03354725-1;9581;IB;453292;01/01/2019;;N;S;01/04/2022;
20-03354730-8;59760;IB;681098;01/01/2019;;N;S;01/04/2021;
20-03354843-6;504066;IB;110212;01/01/2019;;R;N;;
20-03354843-6;504066;IB;12110;01/01/2019;;R;N;;
20-03354848-7;331988;IB;110212;01/01/2019;;N;S;01/01/2021;
20-03354848-7;331988;IB;12110;01/01/2019;;N;S;01/01/2021;
20-03354881-9;45664;IB;12110;01/01/2019;;N;N;;
20-03355257-3;448465;IB;524120;01/01/2019;;N;S;01/10/2019;
20-03355423-1;500704;IB;681098;01/01/2019;;N;S;01/10/2019;
20-03355521-1;347728;IB;12110;01/01/2019;;R;S;01/07/2024;
20-03355521-1;347728;IB;682099;01/04/2019;;R;S;01/07/2024;
20-03356632-9;505595;IB;464632;01/01/2019;;N;S;01/01/2017;
20-03356773-2;800039;IB;12110;01/01/2019;;N;N;;
20-03357145-4;5004057;CM;104011;01/01/2019;;N;N;;
20-03357145-4;5004057;CM;104012;01/01/2019;;N;N;;
20-03357145-4;5004057;CM;109000;01/01/2019;;N;N;;
20-03357145-4;5004057;CM;204000;01/01/2019;;N;N;;
20-03357145-4;5004057;CM;222010;01/01/2019;;N;N;;
20-03357146-2;437133;IB;12110;01/01/2019;;A;N;;
20-03357154-3;591228;IB;681098;01/01/2020;;N;S;01/10/2020;
20-03357592-1;558660;IB;681098;01/01/2019;;N;N;;
20-03357896-3;556198;IB;12110;01/01/2019;;N;N;;
20-03358381-9;183822;IB;681098;01/01/2019;;N;N;;
20-03358975-2;171573;IB;12110;01/01/2019;;N;N;;
20-03359144-7;33825;IB;12110;01/01/2019;;N;N;;
20-03359383-0;496857;IB;12110;01/01/2019;;N;N;;
20-03359646-5;342211;IB;742000;01/01/2019;;N;S;01/07/2018;
20-03363999-7;443424;IB;12110;01/01/2019;;N;N;;
20-03364868-6;3104353;CM;682010;01/01/2019;;N;N;;
20-03364868-6;3104353;CM;682091;01/01/2019;;N;N;;
20-03364868-6;3104353;CM;682099;01/01/2019;;N;N;;
20-03364912-7;489367;IB;12110;01/01/2019;;A;N;;
20-03365298-5;435724;IB;12320;01/01/2019;;N;N;;
20-03365298-5;435724;IB;681099;01/01/2019;;N;N;;
20-03366138-0;800361;IB;12110;01/01/2019;;N;N;;
20-03366884-9;505170;IB;453291;01/01/2019;;N;N;;
20-03366884-9;505170;IB;681098;01/01/2019;;N;N;;
20-03367979-4;40130;IB;476310;01/01/2019;;N;S;01/04/2021;
20-03389358-3;360790;IB;681098;01/01/2019;;N;N;;
20-03392073-4;600521;IB;12110;01/01/2019;;A;N;;
20-03392073-4;600521;IB;681099;01/01/2019;;A;N;;
20-03392967-7;5062111;CM;13020;01/01/2019;;N;N;;
20-03396015-9;828427;IB;681098;01/01/2019;;N;S;01/04/2020;
20-03396487-1;739994;IB;12110;01/01/2019;;A;N;;
20-03396487-1;739994;IB;12320;01/02/2024;;A;N;;
20-03397665-9;245871;IB;12311;01/01/2019;;A;N;;
20-03399157-7;411396;IB;475440;01/01/2019;;N;N;;
20-03499997-0;8331779;CM;11211;01/01/2019;;N;N;;
20-03499997-0;8331779;CM;11291;01/01/2019;;N;N;;
20-03499997-0;8331779;CM;11299;01/01/2019;;N;N;;
20-03499997-0;8331779;CM;12601;01/01/2019;;N;N;;
20-03499997-0;8331779;CM;12609;01/01/2019;;N;N;;
20-03499997-0;8331779;CM;492250;01/01/2019;;N;N;;
20-03499997-0;8331779;CM;492291;01/01/2019;;N;N;;
20-03499997-0;8331779;CM;492299;01/01/2019;;N;N;;
20-03540328-1;8308234;CM;12510;01/01/2019;;N;N;;
20-03540328-1;8308234;CM;12591;01/01/2019;;N;N;;
20-03540328-1;8308234;CM;12599;01/01/2019;;N;N;;
20-03540328-1;8308234;CM;463140;01/01/2019;;N;N;;
20-03554891-3;334570;IB;12110;01/01/2019;;N;N;;
20-03671919-3;5022276;CM;110211;01/01/2019;;A;N;;
20-03671919-3;5022276;CM;110212;01/01/2019;;A;N;;
20-03671919-3;5022276;CM;12110;01/01/2019;;A;N;;
20-03671919-3;5022276;CM;432190;01/01/2019;;A;N;;
20-03671919-3;5022276;CM;681098;01/01/2019;;A;N;;
20-03671919-3;5022276;CM;749009;01/01/2019;;A;N;;
20-03671919-3;5022276;CM;829909;01/01/2019;;A;N;;
20-03729691-1;389226;IB;475430;01/01/2019;;N;S;01/07/2016;
20-03745621-8;4511;IB;110212;01/01/2019;;N;S;01/07/2022;
20-03745621-8;4511;IB;12110;01/01/2019;;N;S;01/07/2022;
20-03968395-5;6507152;CM;477150;01/01/2019;;N;N;;
20-03968395-5;6507152;CM;477190;01/01/2019;;N;N;;
20-04061649-8;20040616498;CM;477220;01/09/2020;;N;N;;
20-04061649-8;20040616498;CM;477230;01/09/2020;;N;N;;
20-04061649-8;20040616498;CM;681098;01/09/2020;;N;N;;
20-04061649-8;20040616498;CM;681099;01/09/2020;;N;N;;
20-04061653-6;2205140;CM;139900;01/01/2019;;N;N;;
20-04072278-6;288352;CM;131201;01/01/2019;;N;N;;
20-04072278-6;288352;CM;131202;01/01/2019;;N;N;;
20-04072278-6;288352;CM;131209;01/01/2019;;N;N;;
20-04087016-5;589790;IB;475270;01/01/2019;;N;S;01/04/2022;
20-04087016-5;589790;IB;702091;01/01/2019;;N;S;01/04/2022;
20-04087748-8;6609836;CM;251101;01/01/2019;;N;N;;
20-04087748-8;6609836;CM;331101;01/01/2019;;N;N;;
20-04087748-8;6609836;CM;422200;01/01/2019;;N;N;;
20-04087748-8;6609836;CM;432910;01/01/2019;;N;N;;
20-04101045-3;8797481;CM;221901;01/01/2019;;N;N;;
20-04101045-3;8797481;CM;221909;01/01/2019;;N;N;;
20-04101941-8;488461;IB;12110;01/01/2019;;N;N;;
20-04101941-8;488461;IB;12601;01/01/2019;;N;N;;
20-04101941-8;488461;IB;12609;01/01/2019;;N;N;;
20-04101941-8;488461;IB;14113;01/01/2019;;N;N;;
20-04101941-8;5020604;CM;14113;01/01/2019;;N;N;;
20-04101941-8;5020604;CM;14114;01/01/2019;;N;N;;
20-04101941-8;5020604;CM;14115;01/01/2019;;N;N;;
20-04104007-7;9370220;CM;477490;01/09/2021;;N;N;;
20-04106857-5;615043;CM;464502;01/01/2019;;N;N;;
20-04106857-5;615043;CM;464910;01/01/2019;;N;N;;
20-04108850-9;4039564;CM;681098;01/01/2019;;N;N;;
20-04111802-5;9816853;CM;464950;01/01/2019;;N;N;;
20-04121808-9;826753;IB;530090;01/07/2019;;N;N;;
20-04122279-5;20041222795;CM;279000;01/01/2019;;N;N;;
20-04126629-6;9508701;CM;453291;01/01/2019;;N;N;;
20-04126629-6;9508701;CM;453292;01/01/2019;;N;N;;
20-04140392-7;20041403927;CM;453291;01/06/2023;;N;N;;
20-04140392-7;20041403927;CM;681098;01/06/2023;;N;N;;
20-04140392-7;20041403927;CM;702091;01/06/2023;;N;N;;
20-04146252-4;4794858;CM;711002;01/01/2019;;N;N;;
20-04146252-4;4794858;CM;711003;01/01/2019;;N;N;;
20-04146252-4;4794858;CM;711009;01/01/2019;;N;N;;
20-04146252-4;4794858;CM;741000;01/01/2019;;N;N;;
20-04146252-4;4794858;CM;749009;01/01/2019;;N;N;;
20-04146905-7;2150182;CM;210010;01/01/2019;;N;N;;
20-04146905-7;2150182;CM;477311;01/01/2019;;N;N;;
20-04146905-7;2150182;CM;477320;01/01/2019;;N;N;;
20-04146905-7;2150182;CM;682099;01/01/2019;;N;N;;
20-04146905-7;2150182;CM;702099;01/01/2019;;N;N;;
20-04147733-5;1672488;CM;451292;01/01/2019;;N;N;;
20-04147733-5;1672488;CM;492180;01/01/2019;;N;N;;
20-04149988-6;4898;IB;471130;01/01/2019;;N;N;;
20-04149988-6;4898;IB;561020;01/01/2019;;N;N;;
20-04153622-6;579793;IB;110211;01/12/2019;;A;N;;
20-04153622-6;579793;IB;11329;01/12/2022;;A;N;;
20-04153622-6;579793;IB;12110;01/01/2019;;A;N;;
20-04153996-9;361085;IB;551023;01/01/2019;;N;N;;
20-04154898-4;413941;CM;465930;01/01/2019;;N;N;;
20-04154938-7;1927440;CM;265101;01/01/2019;;N;N;;
20-04154938-7;1927440;CM;329030;01/01/2019;;N;N;;
20-04154938-7;1927440;CM;329040;01/01/2019;;N;N;;
20-04154938-7;1927440;CM;329091;01/01/2019;;N;N;;
20-04154938-7;1927440;CM;329099;01/01/2019;;N;N;;
20-04164281-6;38537;IB;662020;01/01/2019;;N;N;;
20-04165045-2;624005;IB;110212;01/01/2019;;N;N;;
20-04165045-2;624005;IB;12110;01/01/2019;;N;N;;
20-04166882-3;20041668823;CM;265101;01/02/2021;;N;N;;
20-04175524-6;8624564;CM;293011;01/01/2019;;N;N;;
20-04175524-6;8624564;CM;293090;01/01/2019;;N;N;;
20-04181411-0;66194;IB;731009;01/01/2019;;N;S;01/01/2021;
20-04181567-2;447982;IB;477420;01/01/2019;;N;N;;
20-04181592-3;859885;IB;841100;01/02/2020;;N;N;;
20-04185419-8;680306;IB;103099;01/03/2019;;A;N;;
20-04185419-8;680306;IB;12320;01/01/2019;;A;N;;
20-04185419-8;680306;IB;463140;01/01/2024;;A;N;;
20-04187411-3;20041874113;CM;702099;01/01/2019;;N;N;;
20-04193088-9;55447;IB;12110;01/01/2019;;N;N;;
20-04193088-9;55447;IB;21010;01/01/2019;;N;N;;
20-04200816-9;9486351;CM;469010;01/01/2019;;N;N;;
20-04200816-9;9486351;CM;469090;01/01/2019;;N;N;;
20-04202839-9;591573;CM;731001;01/01/2019;;N;N;;
20-04202839-9;591573;CM;731009;01/01/2019;;N;N;;
20-04209025-6;9266629;CM;139900;01/01/2019;;N;N;;
20-04215350-9;33780;IB;681098;01/01/2019;;N;S;01/10/2019;
20-04219202-4;4874225;CM;702010;01/01/2019;;N;N;;
20-04219202-4;4874225;CM;702091;01/01/2019;;N;N;;
20-04219202-4;4874225;CM;702092;01/01/2019;;N;N;;
20-04219202-4;4874225;CM;702099;01/01/2019;;N;N;;
20-04219202-4;4874225;CM;749009;01/01/2019;;N;N;;
20-04219202-4;4874225;CM;774000;01/01/2019;;N;N;;
20-04219202-4;4874225;CM;821100;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;466111;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;466112;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;466119;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;472190;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;473002;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;473003;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;473009;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;492250;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;492291;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;492299;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;681020;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;681098;01/01/2019;;N;N;;
20-04219451-5;9090826;CM;681099;01/01/2019;;N;N;;
20-04241158-3;5052837;CM;474010;01/01/2019;;N;N;;
20-04242419-7;594542;CM;152011;01/01/2019;;N;N;;
20-04242419-7;594542;CM;152031;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;11111;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;11112;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;11119;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;11121;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;11129;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;11211;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;11291;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;11299;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;12601;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;12609;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;14113;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;14114;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;14115;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;16141;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;16149;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;16150;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;16190;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;16191;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;681020;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;681098;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;681099;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;711002;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;711003;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;711009;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;741000;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;749009;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;773010;01/01/2019;;N;N;;
20-04246019-3;9011840;CM;813000;01/01/2019;;N;N;;
20-04251543-5;463309;IB;202101;01/01/2019;;N;N;;
20-04258453-4;20042584534;CM;141201;01/01/2019;;N;N;;
20-04258453-4;20042584534;CM;141202;01/01/2019;;N;N;;
20-04258453-4;20042584534;CM;149000;01/01/2019;;N;N;;
20-04262518-4;20042625184;CM;464610;01/01/2019;;N;N;;
20-04262518-4;20042625184;CM;479101;01/01/2019;;N;N;;
20-04262979-1;20042629791;CM;461093;01/01/2024;;N;N;;
20-04262979-1;20042629791;CM;469010;01/01/2024;;N;N;;
20-04262979-1;20042629791;CM;469090;01/01/2024;;N;N;;
20-04266681-6;9731614;CM;960990;01/01/2019;;N;N;;
20-04271041-6;20042710416;CM;12110;01/01/2019;;A;N;;
20-04280726-6;9291351;CM;151200;01/01/2019;;N;N;;
20-04281045-3;20042810453;CM;479101;01/07/2024;;N;N;;
20-04281760-1;1640018;CM;711002;01/01/2019;;N;N;;
20-04281760-1;1640018;CM;711003;01/01/2019;;N;N;;
20-04281760-1;1640018;CM;711009;01/01/2019;;N;N;;
20-04281760-1;1640018;CM;741000;01/01/2019;;N;N;;
20-04281760-1;1640018;CM;749009;01/01/2019;;N;N;;
20-04282128-5;828429;IB;862110;01/01/2019;;N;S;01/04/2022;
20-04282634-1;499628;CM;141199;01/01/2019;;N;N;;
20-04285628-3;1450574;CM;492170;01/01/2019;;N;N;;
20-04285628-3;1450574;CM;492190;01/01/2019;;N;N;;
20-04286868-0;222933;IB;12420;01/01/2019;;N;S;01/01/2021;
20-04286868-0;222933;IB;681099;01/01/2019;;N;S;01/01/2021;
20-04293807-7;20042938077;CM;475230;01/10/2021;;N;N;;
20-04293807-7;20042938077;CM;681098;01/10/2021;;N;N;;
20-04296219-9;8778756;CM;453100;01/01/2019;;N;N;;
20-04300035-8;665758;IB;471191;01/03/2019;;N;N;;
20-04300035-8;665758;IB;471192;01/03/2019;;N;N;;
20-04300035-8;665758;IB;472300;01/01/2019;;N;N;;
20-04300591-0;4746;IB;11329;01/01/2019;;N;N;;
20-04300591-0;4746;IB;12311;01/01/2019;;N;N;;
20-04301789-7;2232526;CM;731001;01/01/2019;;N;N;;
20-04301789-7;2232526;CM;731009;01/01/2019;;N;N;;
20-04310380-7;404128;CM;275099;01/01/2019;;N;N;;
20-04310380-7;404128;CM;475300;01/01/2019;;N;N;;
20-04312874-5;9912559;CM;464221;01/01/2019;;N;N;;
20-04312874-5;9912559;CM;464222;01/01/2019;;N;N;;
20-04312874-5;9912559;CM;464223;01/01/2019;;N;N;;
20-04313125-8;6707811;CM;863200;01/01/2019;;N;N;;
20-04313125-8;6707811;CM;869010;01/01/2019;;N;N;;
20-04318810-1;20043188101;CM;475410;01/10/2020;;N;N;;
20-04319192-7;6807384;CM;14113;01/01/2019;;N;N;;
20-04319192-7;6807384;CM;14114;01/01/2019;;N;N;;
20-04319192-7;6807384;CM;14115;01/01/2019;;N;N;;
20-04347813-4;472954;IB;681099;01/01/2019;;N;S;01/07/2015;
20-04351687-7;1836497;CM;651220;01/01/2019;;N;N;;
20-04358052-4;6132716;CM;14113;01/01/2019;;N;N;;
20-04358052-4;6132716;CM;14114;01/01/2019;;N;N;;
20-04358052-4;6132716;CM;14115;01/01/2019;;N;N;;
20-04358604-2;20043586042;CM;464150;01/09/2021;;N;N;;
20-04358604-2;20043586042;CM;464920;01/06/2021;;N;N;;
20-04358604-2;20043586042;CM;466330;01/10/2020;;N;N;;
20-04358604-2;20043586042;CM;477450;01/06/2021;;N;N;;
20-04358604-2;20043586042;CM;773030;01/09/2021;;N;N;;
20-04359428-2;9051190;CM;960990;01/01/2019;;N;N;;
20-04359999-3;20043599993;CM;651130;01/01/2019;;N;N;;
20-04364377-1;40860;IB;681098;01/01/2019;;N;S;01/07/2024;
20-04364377-1;40860;IB;702099;01/01/2019;;N;S;01/07/2024;
